videoID,downloaded,videoName,title,preprocessed
KRwNAvA-sLo,True,video31.mp4,Aislinn Derbez y Mauricio Ochmann confirman que están juntos y más felices que nunca.,False
jhadV-SzFRA,True,video32.mp4,"ALEX MORGAN ALABA A LA SELECCIÓN MEXICANA Y LIGA MX FEMENIL: ""NO ES LO QUE ERA HACE 14 AÑOS""",False
z-yQEB01n48,True,video33.mp4,"No pongas el iPhone en arroz si se moja, Apple te dice qué hacer.",False
KGm7FzWBTS4,True,video34.mp4,Dani Alves regresa a la lista de leyendas del Barcelona después de ser removido.,False
jma3dIDXtsI,True,video35.mp4,¡EN EL AIRE! HENRY MARTÍN Y AMÉRICA NO LOGRAN LLEGAR A UN ACUERDO PARA EXTENDER SU CONTRATO.,False
G46wiMueuq0,True,video36.mp4,"Muere Araceli Bisogno, madre de Daniel Bisogno, su hijo sigue hospitalizado.",False
V_cZ_XS0CBk,True,video37.mp4,FC Juárez dona totalidad de la taquilla a hijas de Diego 'el Puma' Chávez.,False
eT8i0XY-wW4,True,video38.mp4,Milei ‘anima’ a Trump en su carrera electoral    y él le responde ‘Es un gran caballero’,False
rVRVpdna-Sg,True,video39.mp4,"Parlamento de Hungría aprueba el ingreso de Suecia en la OTAN, superando último obstáculo para adhes",False
_5NoZEpUJ-g,True,video40.mp4,Donald Trump agradece a votantes tras victoria en Carolina del Sur; no cita a Nikki Haley,False
stR6Pk65dmU,True,video41.mp4,YouTube elimina la mañanera de AMLO por “acoso y bullying” en contra de periodista del New York Time,False
VfQvMS5jfIg,True,video42.mp4,Artículo 19 y Amnistía Internacional reprueban ataques de AMLO contra periodistas,False
QKfo1fwc2ko,True,video43.mp4,EU rechaza críticas de López Obrador al New York Times y defiende la libertad de prensa,False
vV7Nh_rnV78,True,video44.mp4,Las Apple Vision Pro ya se revenden en México por Mercado Libre su precio es aún más ridículo de lo,False
wsmKAO-VDV0,True,video45.mp4,¿Qué sucederá con mi suscripción de HBO Max el 27 de febrero,False
8BQpFlyyxJU,True,video46.mp4,INAI abre investigación de oficio a Presidencia por revelar información de reportera del NYT en maña,False
RjCeWPPFnc8,True,video47.mp4,"Tras error, Google suspende la creación de imágenes de personas con ayuda de inteligencia artificial",False
pZxdsC871NE,True,video48.mp4,Graban a mujer abandonando a su hija en la Álvaro Obregón; buscan quién se haga cargo de la niña,False
HMmLsrYFPj8,True,video49.mp4,Joe Biden llama h d p  loco a Putin en acto de recaudación de fondos y el Kremlin responde,False
WDyMKpsS6pM,True,video50.mp4,En la colonia Justo Mendoza tenemos un gran equipo: Victor Zurita,False
XXSuPmKtRsA,True,video51.mp4,¿Cuál es mejor cobrar la Tarjeta Bienestar en otros bancos o en Banco Bienestar?,False
vfRexWqp4oo,True,video52.mp4,Toni Kroos anunció su regreso a la selección de Alemania.,False
-lPjLHG7oPI,True,video53.mp4,"DANI ALVES JUICIO: OFICIAL, CORTE SENTENCIA A 4 AÑOS Y 6 MESES DE CÁRCEL AL BRASILEÑO.",False
CBVtERqKr7A,True,video54.mp4,Sindicato solicitará mecanismo laboral T MEC contra Tequila Patrón,False
8zjni7irNhQ,True,video55.mp4,Así respondió AMLO a cada cuestionamiento de The New York Times por investigación sobre sus hijos y,False
T1NVsArF9yY,True,video56.mp4,Inicia este jueves construcción del segundo periférico de Morelia.,False
AsP5Ci1aJ4w,True,video57.mp4,Estados Unidos veta resolución en la ONU para un alto al fuego en Gaza; pondría en peligro las negoc,False
fXlv0jWOdFY,True,video58.mp4,"¿Por qué Starlink, el servicio de internet satelital de Elon Musk, ahora es MÁS barato en México",False
F_PXo4296bY,True,video59.mp4,"Jueces dejan libres a todos, dice López Obrador tras salida de prisión de Emilio Lozoya",False
5U7MGkRo45s,True,video60.mp4,"Trump lanzó sus ‘sneakers’ y cada par cuesta $400 dólares, ¿juntando para las multas?",False
UDiIrC71cG8,True,video61.mp4,"El primer paciente humano de Neuralink es capaz de controlar un mouse de computadora con la mente, s",False
bI37I_XBPbc,True,video62.mp4,Senado aprueba la Ley Silla y el derecho al descanso durante la jornada laboral,False
E1tET9GCJmo,True,video63.mp4,Casi toda la población de California permanece bajo avisos de inundaciones; se insta a la gente a.,False
azfTUboTPno,True,video64.mp4,¿Qué está pasando? Trabajadores cierran la Torre Eiffel en París; impacta en el turismo.,False
gdOjI3gBF3E,True,video65.mp4,Graban asalto a familia que acudió a comprar un vehículo anunciado en Facebook.,False
LTjr1At8chE,True,video66.mp4,Celulares que se quedan sin Whatsapp el 1° de marzo de 2024.,False
3NkG8_eNn1g,True,video67.mp4,Jason Kelce asegura que su hermano Travis se mudó por la fama.,False
tBn7FXvub7Q,True,video68.mp4,Dani Alves: activan protocolo antisuicidio tras sufrir problemas de salud mental en prisión.,False
O1jVmlVBnhs,True,video69.mp4,Kylian Mbappé firma acuerdo por 5 años con Real Madrid.,False
5zeXf1L_G2E,True,video70.mp4,Mamá atropella a su hijo de 7 años tras obligarlo a caminar desde la escuela como castigo,False
OlfpI6yoRJo,True,video71.mp4,¿Por qué la Comisión Europea investigará a TikTok,False
OI-0hpj-V_U,True,video72.mp4,"Quién es Yulia Navalnaya, la desafiante viuda de Navalny y ahora primera dama de la oposición rusa",False
41VWZIVGzLA,True,video73.mp4,Israel declara persona non grata al presidente de Brasil por sus comentarios sobre el Holocausto,False
dhaqXDlUCgc,True,video74.mp4,¿Abrirá a tiempo para los Olímpicos Torre Eiffel cierra sus puertas al público por esta razón,False
9quklNzt730,True,video75.mp4,"AMLO se burla de la ‘Marcha por Nuestra Democracia’ “Se disfrazan de demócratas""",False
5q1A5HaD6HM,True,video76.mp4,"¿Bancarrota Tras despidos masivos en Televisa, Emilio Azcárraga vende lujosa mansión",False
H3D5aQJv9Qg,True,video77.mp4,El ejército ucraniano anuncia retiro de Avdiivka y Putin celebra importante victoria,False
QAq91HlFcbw,True,video78.mp4,"Marcha por Nuestra Democracia “Vamos sin el narco presidente”, asistentes lanzan consigna contra AML",False
qZUoyO5vXAw,True,video79.mp4,"Marcha por Nuestra Democracia “Vamos sin el narco presidente”, asistentes lanzan consigna contra AML",False
Qv6GIuRJyqw,True,video80.mp4,Felicita Ivonne Pantoja a boleros agremiados en Morelia,False
o9h3ARlZY4I,True,video81.mp4,Taylor Swift envió su pésame y donó 100 mil dólares a la familia de la aficionada mexicana asesinada,False
US-FpwUii4o,True,video82.mp4,"EU acusa a Rusia de ‘matar’ a Navalny, enemigo de Putin; Kremlin pide ‘esperar autopsia’",False
H_Sh6H6qxQM,True,video83.mp4,Elon Musk demanda a restaurante de comida por nombrarlo ‘Pollo y Pizza Tesla’,False
ayMDwkuc03Q,True,video84.mp4,"Mareos y fuertes dolores de cabeza, razones de las grandes devoluciones del Apple Vision Pro",False
c8L8PPQlkD0,True,video85.mp4,Guerra Israel   Hamás la ONU alerta de que un asalto israelí a Rafah sería una “matanza”,False
Wpvea7iGxYU,True,video86.mp4,"Rusia está cerca de crear vacunas contra el cáncer, revela Putin espero que pronto se utilicen",False
uocR7XSSth4,True,video87.mp4,Sheinbaum está en Roma y se entrevistará con el Papa,False
3nObwT8a7B0,True,video88.mp4,Sequía en el Cutzamala ¿De dónde vendrá el agua para abastecer CDMX y Edomex Esto dijo AMLO,False
Tj7aaDFatUY,True,video89.mp4,Hoy es el aniversario de TvLSM.,False
abeVsKfjCp8,True,video90.mp4,11va Reunión Nacional de Sordos e Intérpretes de Lengua de Señas Mexicana,False
9VErrRoDFlU,True,video91.mp4,La OTAN califica de gran victoria para Ucrania las pérdidas rusas en el mar Negro,False
hSNY9d5yTrQ,True,video92.mp4,Senado avala que 80 militares viajen a Panamá a buscar a general mexicano desaparecido hace más de u,False
SB-cZfvvSGI,True,video93.mp4,Al menos 1 persona muerta y 14 heridos deja tiroteo en el desfile de los Chiefs de Kansas City,False
duMPFR0fbuk,True,video94.mp4,Jirafita bebé de Chapultepec ya tiene nombre; conoce cuál eligieron los capitalinos,False
CkMoqBTRm54,True,video95.mp4,Senado prohíbe matrimonio infantil en comunidades indígenas,False
3AFMGmfat2M,True,video96.mp4,"Telmex, una década en números rojos y con trabas para competir; ya no es negocio Carlos Slim",False
FKFI_yImAoM,True,video97.mp4,"MG 3, el nuevo hatchback híbrido que podría llegar a México",False
IhlxufMq4Ys,True,video98.mp4,"Por primera vez, energía eólica generó más electricidad que el gas en Europa",False
vuY0EX5_V_E,True,video99.mp4,Telmex lanza internet simétrico para el paquete de 100 mbps en México 500 pesos al mes por la misma,False
Ytdzgwpnw74,True,video100.mp4,"Cumbre de los Tres Amigos se llevará a cabo en Canadá, en abril",False
WCTuDHYo4FI,True,video101.mp4,"Con 95% de avance, proyecto para generar energía con basura en Morelia.",False
fHYmMqM99kg,True,video102.mp4,Asiste diputada Ivonne Pantoja a la Expo Orquídea 2024,False
hs6JHXFEuOs,True,video103.mp4,El Kremlin y Musk desmienten que el ejército ruso use el internet satelital de Starlink,False
NEnFYIHilEg,True,video104.mp4,"Tras diagnóstico de cáncer, hospitalizan de nuevo al secretario de Defensa de EU",False
XuO2w-PYvsc,True,video105.mp4,"Los casos de cáncer aumentarán cerca de un 80% en todo el mundo, alerta la OMS.",False
vLti72QfwXA,True,video106.mp4,Le llueven críticas a Trump por amenaza a la OTAN,False
RpaRfCHrbrY,True,video107.mp4,El papa Francisco se reúne con el presidente de Argentina Javier Milei durante más de una hora en el,False
igno523OXGA,True,video108.mp4,"Reforma al Poder Judicial de AMLO ¿Cómo se elegirá a los magistrados, jueces y ministros",False
ad7RvYzWTw4,True,video109.mp4,Medallas olímpicas de París 2024 contendrán un fragmento de la torre Eiffel.,False
qNNuLhzcUYI,True,video110.mp4,Invade cemento de obras del Tren Maya acuífero de caverna.,False
Jblk4y2NJoU,True,video111.mp4,Sistema Cutzamala: estos son los municipios del Edomex que podrían quedarse sin agua en 142 días.,False
sfWyczY9dlg,True,video112.mp4,ESTADIO AZTECA: ¿CÓMO SE LLAMARÁ EL COLOSO DE SANTA ÚRSULA TRAS LA REMODELACIÓN?,False
EE0QcRzSQOc,True,video113.mp4,¿POR QUÉ EL ESTADIO AKRON Y EL BBVA CAMBIARÁN SU NOMBRE DURANTE EL MUNDIAL 2026?,False
Ai6AalGjEoY,True,video114.mp4,Al altar con el Corazón de su padre.,False
rU8LVM1xuh4,True,video115.mp4,Netanyahu ordena preparar una ofensiva contra Rafah,False
URoWaMk8f2I,True,video116.mp4,La autopsia al ex presidente chileno Sebastián Piñera confirmó que la causa de la muerte fue asfixia,False
5-FJdpdix34,True,video117.mp4,"Senado de EU rechaza acuerdo de seguridad fronteriza, pero mantiene esperanza de ayuda a Ucrania e I",False
7Imv48jjqPU,True,video118.mp4,"Dictan 22 años de prisión al exdiputado de Morena Saúl Huerta, por violación a un menor de edad",False
q_GkJTpWc9U,True,video119.mp4,Guterres Nuestro mundo ha entrado en una era de caos,False
o72S6eK-2Bs,True,video120.mp4,Xóchitl Gálvez pide a la OEA que vigile las elecciones del 2 de junio en México,False
3POFghAZGZs,True,video121.mp4,"Vamos a ganar por las buenas o por las malas, amenaza Maduro",False
VCK7YFPWOTo,True,video122.mp4,Niega Estados Unidos visas a funcionarios de Pemex,False
7RdqSJ6_yxc,True,video123.mp4,"AMLO y Biden hablan en llamada de migración, tráfico de armas, drogas y personas",False
CWfLz0kJL08,True,video124.mp4,Muchas colonias y comunidades de Morelia carecen de los servicios básicos.,False
oIhyygRLB0k,True,video125.mp4,Las familias de Prados Verdes requieren ser visibles ante la autoridad municipal.,False
xL5kZLjlFNw,True,video126.mp4,Rusia amenaza con romper el negocio del plátano con Ecuador por entregar sus armas a Estados Unidos,False
eYbcpp4j-1k,True,video127.mp4,"En Morelia, sólo una farmacia con venta de vacuna contra Covid 19.",False
M4hq_cQFg8k,True,video128.mp4,Equiparán 30 cruces con semáforos podológicos y audibles en Morelia.,False
ZJlAXJ9y51c,True,video129.mp4,Registra Morelia récord en 2023 por llegada de pasajeros vía aérea.,False
BtgIxYXVNyo,True,video130.mp4,TAYLOR SWIFT LLEGARÁ A TIEMPO AL PARTIDO ASEGURÓ EMBAJADA DE JAPÓN.,False
q3Gk4Sxj6cM,True,video131.mp4,"En 2023, atendió el DIF Morelia a 114 personas en condición de calle.",False
NiWp0aN7wtU,True,video132.mp4,"Celebra Alfonso Martínez, Día de Reyes con niñas y niños del Norte de Morelia.",False
1SkrO86fRRA,True,video133.mp4,"Notarios, piedra angular en la aplicación de la justicia y legalidad Ivonne Pantoja",False
p9RBvm6wXN0,True,video134.mp4,Transportistas y Gobierno logran acuerdo para suspender el paro nacional del 5 de febrero,False
USaTGPJtIVc,True,video135.mp4,Pacto en Senado de EU prevé cerrar frontera con México en caso de colapso Joe Biden,False
J1FrvGR0MQA,True,video136.mp4,"Grave incendio consume bodega de plástico y madera, en San Nicolás de los Garza",False
yk6TpbuGj5I,True,video137.mp4,Bukele se declara ganador con más del 85 % de los votos,False
gj_UkY7EgGs,True,video138.mp4,Panistas aseguran que accidente en Viaducto fue por negligencia del C5,False
042mejx_Uu8,True,video139.mp4,"Súpererupciones volcánicas están por venir, advierten los científicos.",False
Q0fEIC4v9SE,True,video140.mp4,"Si desactivas estas 4 funciones en tu celular, podrías ahorrarte hasta un 50% de batería.",False
CUwv55mkOxo,True,video141.mp4,Tim Cook justifica el elevado precio de Apple Vision Pro.,False
SKji76WlVRU,True,video142.mp4,El rey Carlos III tiene cáncer y se retirará de sus deberes públicos.,False
q9a0Hc4GpLA,True,video143.mp4,Protégete contra el COVID 19; vacunación continúa: SSM,False
LYtQhS-BD8c,True,video144.mp4,Construirán viviendas que podrán ser alquiladas a bajo costo en East Palo Alto.,False
aZALGOLtCso,True,video145.mp4,Visita el nuevo centro comercial de Zapopan.,False
E-M3e7WcZjU,True,video146.mp4,¡De China a CDMX! Llegan 2 nuevos convoyes al Tren Ligero ya ‘bautizados’.,False
JMNHVtp_tDo,True,video147.mp4,"¿Por qué la App de Bienestar no me deja entrar? Qué significa el mensaje ""error"".",False
eGOcsbpA6TQ,True,video148.mp4,Seña y Verbo celebra 30 años.,False
yB4CRqzc0rc,True,video149.mp4,Sylvester Stallone y su emotivo adiós a su amigo Apollo Creed.,False
k05IIIRbAdo,True,video150.mp4,TVLSM no proporciona información adicional a la que se difunde en las noticias sobre BIENESTAR.,False
409cbKcKans,True,video151.mp4,Mujeres con Bienestar Edomex: ¿Cuándo darán el triple pago adelantado?,False
wDAZSaYw0mw,True,video152.mp4,"In N Out cerrará su primera sucursal en 75 años debido a robos en California, EU.",False
vZlq3lGBpmA,True,video153.mp4,¡NO TE OLVIDES DE PAGAR TU RECIBO DE LUZ! CFE IMPONDRÁ MULTAS A LOS MOROSOS.,False
J1ea_TlV838,True,video154.mp4,Mbappé llegará al Real Madrid este verano.,False
wynMxX-GTDM,True,video155.mp4,Elon Musk es uno de los dos peores CEO de Estados Unidos  Lo dicen los demás CEO de Estados Unidos,False
X4kjXXsG43g,True,video156.mp4,La IA de Google por fin aprendió a hacer imágenes así se le piden a Bard en México,False
AS8kMb_NJlw,True,video157.mp4,Hungría levanta su veto y desbloquea 50 000 millones de euros en ayuda europea a Ucrania,False
WjEtWwWEmQc,True,video158.mp4,Avanza proyecto estrella de Milei; Congreso aprueba en lo general Ley Ómnibus,False
_85mtfqpnFU,True,video159.mp4,Jueza ordena suspensión inmediata de corridas de toros en la Plaza México,False
_aDfF7y2tWY,True,video160.mp4,AMLO ‘aplaude’ apoyo de Xóchitl a reforma a pensiones y pide que lo ‘apoye con la eléctrica’,False
AphsC5SsVJc,True,video161.mp4,Comisión legislativa de Protección a la Niñez y Adolescencia solicita información al DIF y CEDH,False
2pA1suXgdtY,True,video162.mp4,AMLO ‘aplaude’ apoyo de Xóchitl a reforma a pensiones y pide que lo ‘apoye con la eléctrica’,False
5WBXIbV0cXA,True,video163.mp4,Mark Zuckerberg comparece ante el Congreso de EU y se disculpa por el daño de las redes sociales,False
pbDEBsydQ60,True,video164.mp4,Maduro tiene hasta la primavera para cumplir compromiso de elecciones libres y habilitar a Corina Ma,False
kB3Wba8C3N0,True,video165.mp4,Captan a jirafa Benito haciendo amistad con dromedario en Africam Safari,False
UvoiILJbORQ,True,video166.mp4,Estado de México tendrá su propio metro estas son las dos líneas confirmadas y los municipios por do,False
SR-qzcy4MIE,True,video167.mp4,El PRI anuncia que respaldará las reformas constitucionales de López Obrador,False
0GoCoMO8XxA,True,video168.mp4,Jorge Álvarez Máynez plantea clausura de la refinería de Cadereyta “habitantes respiran veneno”,False
G3CqywVQ7fk,True,video169.mp4,75 Legislatura instala Comité para el Bicentenario del Primer Congreso Constituyente de Michoacán,False
galMsKf8JZ4,True,video170.mp4,"Reapertura de la Línea 12 del Metro ¿Qué estaciones abren, cuándo y a qué hora",False
V4BvxNlNqPs,True,video171.mp4,"La respuesta de EE UU  al ataque en Jordania probablemente será contundente, pero no busca una guerr",False
Ap3NyOX3x7Y,True,video172.mp4,Matan en Tamaulipas a tía del futbolista Rodolfo Pizarro; su mamá resulta herida de bala,False
0MfUt9_58SA,True,video173.mp4,"“Fue hackeo”, dice AMLO sobre la filtración de datos de periodistas que asisten a la mañanera",False
Ncve0ZWBCpc,True,video174.mp4,Países suspenden ayuda a agencia de la ONU tras sospechas de implicación de empleados en ataque de H,False
an2HV2zqP3Y,True,video175.mp4,"30 de enero, límite para entregar propuestas a Presea “Primer Supremo Tribunal de Justicia para la A",False
AEbgaU-bDoE,True,video176.mp4,Ahí va de necio Greg Abbott desafía a la Corte de EU y promete más alambre de púas en la frontera,False
q-Cxw-fNfpw,True,video177.mp4,art  19 condena filtración de datos de más de 300 periodistas que asisten a ‘La Mañanera’; INAI inve,False
XQbxI2N_w30,True,video178.mp4,"Plaza de Toros protestan contra corridas en CDMX; “el matar toros no es ni cultura ni tradición”, di",False
ihu50F3u5JU,True,video179.mp4,Estas son las medidas provisionales dictadas por la Corte Internacional de Justicia a Israel por la,False
ODruUv9Vzag,True,video180.mp4,Jirafa bebé se adapta a su nuevo hogar en Chapultepec; se mantendrá por separado y alimentado con bi,False
xALkg2Glbw4,True,video181.mp4,Cero rezago legislativo en la Comisión de Cultura y Artes del Congreso local Andrea Villanueva,False
skaKp640A9M,True,video182.mp4,AMLO va por prohibir el consumo de fentanilo y otras drogas sintéticas con reforma,False
Hgi5kxeOvrM,True,video183.mp4,"ONU condena la ejecución con gas nitrógeno en Alabama, a pesar de ser un tipo de tortura",False
O-hTjtjEwck,True,video184.mp4,Venezuela inmoviliza avión proveniente de México; lo ligan al narco,False
t7W16KFgmgQ,True,video185.mp4,36 reformas irán a la Constitución; facilitarán revocación de mandato,False
TPPzLKc45Co,True,video186.mp4,"¡Ya hay fecha! Benito se unirá a familia de jirafas en Africam Safari, Puebla",False
pHDhy3R1_3A,True,video187.mp4,Pensión Bienestar 2024 fechas de pago: adelantan depósitos de bimestres a beneficiarios.,False
IhqWnWkAS6w,True,video188.mp4,75 Legislatura garantiza cuentas claras a los michoacanos Laura Ivonne Pantoja,False
bhl2f5457cY,True,video189.mp4,The Pokémon Company hace una declaración oficial sobre Palworld 'Tenemos la intención de investigar',False
Pg_v0FFSdoc,True,video190.mp4,"Microsoft anuncia despido masivo de 1,900 empleados de Activision Blizzard y Xbox",False
EMTQarNEYkc,True,video191.mp4,"Max llega a México y estos son sus tres paquetes, lo que incluyen y sus precios",False
YuyWwtz4z6c,True,video192.mp4,"Max llega a México y estos son sus tres paquetes, lo que incluyen y sus precios",False
3bTDwUNwIFk,True,video193.mp4,Trabajadores de Audi México se van a huelga tras no lograr acuerdo salarial,False
kTh8lj7J-8c,True,video194.mp4,"Benito, la jirafa, ya es poblano llega a su nueva casa en Africam Safari",False
xcfKFebhCeA,True,video195.mp4,"Trump gana primarias en New Hampshire; Biden también, pese a no estar en la boleta",False
cz2RtmcapH4,True,video196.mp4,Avión militar ruso se estrella con 65 prisioneros ucranianos a bordo,False
pdnQEb1zAiQ,True,video197.mp4,Suecia pide oficialmente a la población que se prepare para una posible guerra.,False
IyVocIfcCsA,True,video198.mp4,Revendedor de Costco no vendió todas las Roscas de Reyes.,False
dZeOWDQQIh4,True,video199.mp4,"Bukele celebra que El Salvador convirtió en el 2do país más seguro del América, despues de Canadá.",False
fsti1EtiZW0,True,video200.mp4,Es un hecho: 'Chicharito' Hernández regresa a Chivas.,False
1SXhbNxiX1k,True,video201.mp4,Logra Adoptamor más de mil esterilizaciones caninas y felinas.,False
AA5rhcpbnvQ,True,video202.mp4,UE insiste en necesidad de crear Estado palestino; condena rechazo de Netanyahu,False
jQdXYpyx2Zo,True,video203.mp4,Palworld lideró el fin de semana con 5 millones de ventas,False
NYOao0HB-6M,True,video204.mp4,México y EU lograron 10 acuerdos en reunión en Washington,False
vdXOJIzhXPM,True,video205.mp4,China ya produce una batería atómica con medio siglo de vida y revive el sueño de tener celulares qu,False
I1UKMtyC-LA,True,video206.mp4,Pakistán e Irán acuerdan desescalada tras bombardearse mutuamente,False
I5gTKe8RLiA,True,video207.mp4,Decenas de miles de personas salieron a las calles contra la extrema derecha en Alemania,False
vlyLU_JhcQQ,True,video208.mp4,Claudia Sheinbaum Morena le entrega constancia que la ratifica como su candidata rumbo a la Presiden,False
8wU1CE4rWeQ,True,video209.mp4,Trump agradece el apoyo de Ron DeSantis y arremete contra su rival republicana Nikki Haley,False
lQqrdrRUwtM,True,video210.mp4,Azucena Uresti se despide de Milenio aquí se escucharon las voces de todos,False
H0SZoTiT0Q8,True,video211.mp4,Encuesta de Encuestas a la Presidencia 2024 Precampañas concluyen con ventaja de 30 puntos para Clau,False
I3aF1NfZUL0,True,video212.mp4,"Tras denuncia de México a Corte internacional, EU rechaza señales de crímenes de guerra de Israel en",False
rjv6jLiBMvE,True,video213.mp4,La FIFA anunciará el 4 de febrero el calendario de los 104 partidos del Mundial 2026,False
vOmzyyCNnas,True,video214.mp4,Bill Gates explica cómo la inteligencia artificial cambiará nuestras vidas en 5 años,False
5LJJOWNAT4o,True,video215.mp4,AMLO Insiste en Desaparecer Todos los Organismos Autónomos; Revisamos con Lupa lo que Hacen,False
m9dtxAiNXDg,True,video216.mp4,"Suspenden el título de Bobi, el perro más viejo de todos los tiempos, en medio de una investigación",False
p99rMHA-Lew,True,video217.mp4,"La OTAN anunció el mayor ejercicio militar desde la Guerra Fría, con operaciones en EE UU , Europa y",False
iqCdSJ7jc2Y,True,video218.mp4,Atención pública a la salud mental debe reforzarse en Michoacán Andrea Villanueva,False
1uQzn1jtIYk,True,video219.mp4,PopCap lanza ‘Plants vs Zombies 3’ el icónico juego para móviles ha vuelto,False
DTyYIHH5WAU,True,video220.mp4,Copilot Pro novedades y costo de la suscripción,False
FOeglVtGnhM,True,video221.mp4,Pakistán lanza ataque contra Irán en represalia tras la ofensiva de Teherán en su territorio,False
yaHVtedv_os,True,video222.mp4,¡Igual que AMLO! Javier Milei viaja en avión comercial para reducir costos,False
iFvRtyERSuQ,True,video223.mp4,Ahora son pollos rostizados de Costco: Comienza reventa en redes sociales.,False
ZptPp_D73FA,True,video224.mp4,Microsoft supera a Apple en el ranking de compañías más valoradas.,False
St84fulad60,True,video225.mp4,¡Y TODAVÍA NO LLEGA! LA AFICIÓN DE CHIVAS PIDE EL '14' DE CHICHARITO HERNÁNDEZ EN EL AKRON.,False
W1UCaJxIR8w,True,video226.mp4,"¿Por ""Chicharito""? Chivas libera el dorsal 14.",False
EGc6uL_HCYU,True,video227.mp4,Abrirán registro de candidatos a la Presea “Primer Supremo Tribunal de Justicia para la América Mexi,False
daYjpFQIBXs,True,video228.mp4,¡INFORMACIÓN MUY IMPORTANTE SOBRE BIENESTAR!,False
I9MrNKVEc2s,True,video229.mp4,México retira su candidatura de los Juegos Olímpicos de 2036,False
4kHW8qP9FD8,True,video230.mp4,Irán ataca con misiles objetivos del Estado Islámico y espías sionistas en Irak y Siria,False
2WHMDwLukCU,True,video231.mp4,Tren Interurbano México Toluca Momento exacto en que cae dovela de concreto y aplasta 2 vehículos,False
Ks4PVq6xNZY,True,video232.mp4,Inteligencia artificial afectará al 60% de empleos en economías avanzadas FMI,False
K7a27BiF8qA,True,video233.mp4,ASORDF se invita a los niños sordo y discapacitados solo 0 a 15 años,False
